,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
460,female,european/caucasian-american,european/caucasian-american,organizational psychology,0.0,1,[2-3],[2-5],[6-10],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-0.33],[7-10],[0-3],[5-18],[6-8],[7-10]
468,female,european/caucasian-american,european/caucasian-american,organizational psychology,0.0,1,[4-6],[2-5],[6-10],[0-15],[16-20],[0-15],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[-1-0],[7-10],[0-3],[5-18],[0-5],[5-6]
481,female,black/african american,asian/pacific islander/asian-american,law,0.0,1,[2-3],[6-10],[0-1],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[-1-0],[0-4],[10-20],[3-5],[6-8],[0-4]
487,female,black/african american,black/african american,law,1.0,1,[0-1],[6-10],[0-1],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[0-0.33],[0-4],[10-20],[3-5],[9-10],[5-6]
495,female,latino/hispanic american,european/caucasian-american,law,0.0,1,[4-6],[6-10],[2-5],[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-0.33],[0-4],[4-9],[3-5],[6-8],[5-6]
563,male,european/caucasian-american,asian/pacific islander/asian-american,economics,1.0,1,[2-3],[0-1],[0-1],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[-1-0],[0-4],[0-3],[0-2],[6-8],[0-4]
581,male,european/caucasian-american,black/african american,psychology,0.0,1,[2-3],[2-5],[2-5],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[-1-0],[7-10],[4-9],[3-5],[6-8],[5-6]
582,male,european/caucasian-american,asian/pacific islander/asian-american,psychology,1.0,1,[2-3],[2-5],[2-5],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[-1-0],[7-10],[4-9],[3-5],[6-8],[7-10]
588,male,european/caucasian-american,european/caucasian-american,psychology,0.0,1,[2-3],[2-5],[2-5],[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[-1-0],[7-10],[4-9],[3-5],[6-8],[5-6]
596,male,european/caucasian-american,european/caucasian-american,psychology,0.0,1,[2-3],[2-5],[2-5],[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[0-0.33],[7-10],[4-9],[3-5],[6-8],[5-6]
600,male,european/caucasian-american,black/african american,finance,0.0,1,[0-1],[6-10],[6-10],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[-1-0],[7-10],[4-9],[5-18],[6-8],[5-6]
601,male,european/caucasian-american,asian/pacific islander/asian-american,finance,0.0,1,[7-37],[6-10],[6-10],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[-1-0],[7-10],[4-9],[5-18],[6-8],[7-10]
607,male,european/caucasian-american,european/caucasian-american,finance,0.0,1,[4-6],[6-10],[6-10],[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-0.33],[7-10],[4-9],[5-18],[6-8],[7-10]
613,male,european/caucasian-american,european/caucasian-american,finance,0.0,1,[2-3],[6-10],[6-10],[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[21-100],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[-1-0],[7-10],[4-9],[5-18],[6-8],[7-10]
624,male,european/caucasian-american,latino/hispanic american,finanace,0.0,1,[4-6],[2-5],[2-5],[16-20],[0-15],[16-20],[16-20],[21-100],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[0-0.33],[7-10],[4-9],[3-5],[9-10],[7-10]
632,male,european/caucasian-american,european/caucasian-american,finanace,0.0,1,[0-1],[2-5],[2-5],[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[0-0.33],[7-10],[4-9],[3-5],[6-8],[5-6]
655,male,european/caucasian-american,latino/hispanic american,finance&economics,0.0,1,[4-6],[2-5],[2-5],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[4-9],[3-5],[0-5],[5-6]
688,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,mathematical finance,0.0,1,[4-6],[0-1],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[-1-0],[5-6],[4-9],[3-5],[6-8],[7-10]
689,male,asian/pacific islander/asian-american,european/caucasian-american,mathematical finance,0.0,1,[0-1],[0-1],[2-5],[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[0-0.33],[5-6],[4-9],[3-5],[6-8],[0-4]
690,male,asian/pacific islander/asian-american,european/caucasian-american,mathematical finance,0.0,1,[0-1],[0-1],[2-5],[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],[0-5],[0-5],[6-8],[6-8],[9-10],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[-1-0],[5-6],[4-9],[3-5],[6-8],[0-4]
692,male,asian/pacific islander/asian-american,black/african american,mathematical finance,0.0,1,[2-3],[0-1],[2-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[-1-0],[5-6],[4-9],[3-5],[6-8],[5-6]
728,male,european/caucasian-american,european/caucasian-american,law,0.0,1,[2-3],[2-5],[6-10],[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[0-5],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[-1-0],[0-4],[0-3],[0-2],[0-5],[0-4]
765,male,european/caucasian-american,european/caucasian-american,medicine,0.0,1,[2-3],[2-5],[2-5],[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[-1-0],[5-6],[4-9],[5-18],[6-8],[5-6]
798,male,black/african american,european/caucasian-american,law,0.0,1,[0-1],[0-1],[0-1],[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[6-8],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[4-9],[0-2],[6-8],[7-10]
799,male,black/african american,european/caucasian-american,law,1.0,1,[0-1],[0-1],[0-1],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[6-8],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],[-1-0],[7-10],[4-9],[0-2],[9-10],[7-10]
806,male,black/african american,black/african american,law,1.0,1,[0-1],[0-1],[0-1],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[6-8],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],[0-0.33],[7-10],[4-9],[0-2],[9-10],[7-10]
812,female,european/caucasian-american,european/caucasian-american,social work,0.0,1,[2-3],[6-10],[6-10],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[0-15],[16-20],[0-15],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[0-0.33],[0-4],[10-20],[3-5],[9-10],[7-10]
823,female,european/caucasian-american,european/caucasian-american,social work,0.0,1,[0-1],[6-10],[6-10],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[-1-0],[7-10],[10-20],[3-5],[6-8],[7-10]
863,female,european/caucasian-american,european/caucasian-american,german literature,0.0,1,[7-37],[0-1],[2-5],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[-1-0],[5-6],[4-9],[0-2],[6-8],[0-4]
867,female,european/caucasian-american,other,german literature,0.0,1,[4-6],[0-1],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[0-0.33],[5-6],[4-9],[0-2],[6-8],[0-4]
869,female,latino/hispanic american,other,law,1.0,1,[4-6],[0-1],[0-1],[16-20],[0-15],[16-20],[16-20],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
876,female,latino/hispanic american,european/caucasian-american,law,0.0,1,[0-1],[0-1],[0-1],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
897,female,asian/pacific islander/asian-american,other,social work,0.0,1,[2-3],[6-10],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[-1-0],[0-4],[0-3],[3-5],[6-8],[5-6]
924,male,other,latino/hispanic american,law,1.0,1,[4-6],[0-1],[0-1],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[3-5],[9-10],[7-10]
925,male,other,asian/pacific islander/asian-american,law,1.0,1,[2-3],[0-1],[0-1],[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[16-20],[0-15],[16-20],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[3-5],[0-5],[5-6]
948,male,european/caucasian-american,european/caucasian-american,mba,0.0,1,[2-3],[2-5],[0-1],[16-20],[16-20],[16-20],[0-15],[16-20],[0-15],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[0-4]
959,male,european/caucasian-american,european/caucasian-american,law,0.0,1,[0-1],[6-10],[6-10],[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],[-1-0],[7-10],[4-9],[0-2],[9-10],[0-4]
963,male,european/caucasian-american,european/caucasian-american,law,0.0,1,[7-37],[6-10],[6-10],[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],[-1-0],[7-10],[4-9],[0-2],[6-8],[0-4]
1003,male,other,european/caucasian-american,law,0.0,1,[4-6],[2-5],[2-5],[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[5-6]
1006,male,other,asian/pacific islander/asian-american,law,0.0,1,[2-3],[2-5],[2-5],[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[-1-0],[5-6],[0-3],[3-5],[6-8],[7-10]
1057,female,latino/hispanic american,european/caucasian-american,social work,0.0,1,[2-3],[0-1],[2-5],[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-15],[21-100],[16-20],[0-15],[16-20],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[9-10],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[9-10],[0.33-1],[7-10],[0-3],[0-2],[9-10],[0-4]
1059,female,latino/hispanic american,asian/pacific islander/asian-american,social work,0.0,1,[2-3],[0-1],[2-5],[0-15],[0-15],[21-100],[0-15],[0-15],[21-100],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-15],[21-100],[16-20],[0-15],[16-20],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[9-10],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[9-10],[0.33-1],[7-10],[0-3],[0-2],[9-10],[0-4]
1075,female,asian/pacific islander/asian-american,european/caucasian-american,operations research [seas],0.0,1,[4-6],[6-10],[6-10],[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[0-15],[16-20],[0-15],[16-20],[16-20],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[6-8],[5-6]
