,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
64,female,asian/pacific islander/asian-american,latino/hispanic american,law,1.0,0,[2-3],[2-5],[2-5],[21-100],[0-15],[16-20],[0-15],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[-1-0],[7-10],[0-3],[0-2],[0-5],[5-6]
65,female,asian/pacific islander/asian-american,european/caucasian-american,law,0.0,0,[2-3],[2-5],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0.33-1],[7-10],[0-3],[0-2],[0-5],[5-6]
66,female,asian/pacific islander/asian-american,european/caucasian-american,law,0.0,0,[7-37],[2-5],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-0.33],[7-10],[0-3],[0-2],[6-8],[7-10]
67,female,asian/pacific islander/asian-american,european/caucasian-american,law,0.0,0,[4-6],[2-5],[2-5],[21-100],[0-15],[0-15],[0-15],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[9-10],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-0.33],[7-10],[0-3],[0-2],[0-5],[7-10]
68,female,asian/pacific islander/asian-american,european/caucasian-american,law,0.0,1,[4-6],[2-5],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[-1-0],[7-10],[0-3],[0-2],[6-8],[5-6]
69,female,asian/pacific islander/asian-american,european/caucasian-american,law,0.0,0,[2-3],[2-5],[2-5],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[-1-0],[7-10],[0-3],[0-2],[6-8],[5-6]
80,female,other,european/caucasian-american,masters in public administration,0.0,0,[0-1],[0-1],[0-1],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[0-0.33],[5-6],[10-20],[0-2],[0-5],[5-6]
81,female,other,european/caucasian-american,masters in public administration,0.0,1,[4-6],[0-1],[0-1],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[0-0.33],[5-6],[10-20],[0-2],[9-10],[5-6]
82,female,other,asian/pacific islander/asian-american,masters in public administration,0.0,1,[4-6],[0-1],[0-1],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[0.33-1],[5-6],[10-20],[0-2],[6-8],[5-6]
83,female,other,european/caucasian-american,masters in public administration,0.0,1,[2-3],[0-1],[0-1],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[-1-0],[5-6],[10-20],[0-2],[6-8],[5-6]
84,female,other,latino/hispanic american,masters in public administration,0.0,1,[2-3],[0-1],[0-1],[21-100],[0-15],[16-20],[0-15],[0-15],[16-20],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[-1-0],[5-6],[10-20],[0-2],[0-5],[5-6]
85,female,other,european/caucasian-american,masters in public administration,0.0,1,[0-1],[0-1],[0-1],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[0.33-1],[5-6],[10-20],[0-2],[6-8],[5-6]
86,female,other,european/caucasian-american,masters in public administration,0.0,1,[4-6],[0-1],[0-1],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[0-0.33],[5-6],[10-20],[0-2],[6-8],[5-6]
87,female,other,european/caucasian-american,masters in public administration,0.0,0,[0-1],[0-1],[0-1],[21-100],[0-15],[0-15],[0-15],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[0-0.33],[5-6],[10-20],[0-2],[6-8],[5-6]
88,female,other,european/caucasian-american,masters in public administration,0.0,1,[2-3],[0-1],[0-1],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[-1-0],[5-6],[10-20],[0-2],[6-8],[5-6]
89,female,other,european/caucasian-american,masters in public administration,0.0,0,[2-3],[0-1],[0-1],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[-1-0],[5-6],[10-20],[0-2],[6-8],[5-6]
100,male,european/caucasian-american,asian/pacific islander/asian-american,finance,0.0,0,[4-6],[6-10],[2-5],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[0-3],[0-2],[6-8],[0-4]
101,male,european/caucasian-american,european/caucasian-american,finance,0.0,0,[2-3],[6-10],[2-5],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[0-3],[0-2],[6-8],[0-4]
102,male,european/caucasian-american,european/caucasian-american,finance,1.0,0,[2-3],[6-10],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[-1-0],[7-10],[0-3],[0-2],[0-5],[0-4]
103,male,european/caucasian-american,european/caucasian-american,finance,0.0,0,[4-6],[6-10],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[-1-0],[7-10],[0-3],[0-2],[6-8],[0-4]
104,male,european/caucasian-american,european/caucasian-american,finance,0.0,0,[4-6],[6-10],[2-5],[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[-1-0],[7-10],[0-3],[0-2],[6-8],[5-6]
105,male,european/caucasian-american,asian/pacific islander/asian-american,finance,0.0,0,[4-6],[6-10],[2-5],[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[0-3],[0-2],[6-8],[0-4]
106,male,european/caucasian-american,asian/pacific islander/asian-american,finance,0.0,0,[4-6],[6-10],[2-5],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[0-3],[0-2],[6-8],[0-4]
107,male,european/caucasian-american,european/caucasian-american,finance,0.0,0,[2-3],[6-10],[2-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[-1-0],[7-10],[0-3],[0-2],[6-8],[0-4]
108,male,european/caucasian-american,other,finance,0.0,0,[0-1],[6-10],[2-5],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[7-10],[0-3],[0-2],[6-8],[0-4]
110,male,european/caucasian-american,asian/pacific islander/asian-american,law,0.0,0,[0-1],[0-1],[0-1],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[10-20],[3-5],[6-8],[0-4]
111,male,european/caucasian-american,european/caucasian-american,law,0.0,0,[2-3],[0-1],[0-1],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[7-10],[10-20],[3-5],[6-8],[0-4]
112,male,european/caucasian-american,european/caucasian-american,law,0.0,0,[2-3],[0-1],[0-1],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[-1-0],[7-10],[10-20],[3-5],[6-8],[0-4]
113,male,european/caucasian-american,european/caucasian-american,law,1.0,0,[0-1],[0-1],[0-1],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[-1-0],[7-10],[10-20],[3-5],[6-8],[0-4]
114,male,european/caucasian-american,european/caucasian-american,law,1.0,0,[0-1],[0-1],[0-1],[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[-1-0],[7-10],[10-20],[3-5],[6-8],[0-4]
115,male,european/caucasian-american,asian/pacific islander/asian-american,law,0.0,0,[0-1],[0-1],[0-1],[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[10-20],[3-5],[6-8],[0-4]
116,male,european/caucasian-american,asian/pacific islander/asian-american,law,1.0,0,[0-1],[0-1],[0-1],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[7-10],[10-20],[3-5],[6-8],[0-4]
117,male,european/caucasian-american,european/caucasian-american,law,0.0,1,[2-3],[0-1],[0-1],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[-1-0],[7-10],[10-20],[3-5],[9-10],[0-4]
118,male,european/caucasian-american,other,law,0.0,1,[4-6],[0-1],[0-1],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[7-10],[10-20],[3-5],[6-8],[0-4]
150,male,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,0,[4-6],[6-10],[2-5],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-0.33],[7-10],[10-20],[3-5],[6-8],[5-6]
151,male,european/caucasian-american,european/caucasian-american,business,0.0,0,[0-1],[6-10],[2-5],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0.33-1],[7-10],[10-20],[3-5],[6-8],[5-6]
152,male,european/caucasian-american,european/caucasian-american,business,0.0,0,[0-1],[6-10],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[-1-0],[7-10],[10-20],[3-5],[6-8],[7-10]
153,male,european/caucasian-american,european/caucasian-american,business,0.0,0,[2-3],[6-10],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0.33-1],[7-10],[10-20],[3-5],[6-8],[5-6]
154,male,european/caucasian-american,european/caucasian-american,business,0.0,0,[4-6],[6-10],[2-5],[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-0.33],[7-10],[10-20],[3-5],[6-8],[7-10]
155,male,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,0,[2-3],[6-10],[2-5],[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-0.33],[7-10],[10-20],[3-5],[6-8],[5-6]
156,male,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,0,[2-3],[6-10],[2-5],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0.33-1],[7-10],[10-20],[3-5],[6-8],[7-10]
157,male,european/caucasian-american,european/caucasian-american,business,0.0,1,[0-1],[6-10],[2-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-0.33],[7-10],[10-20],[3-5],[6-8],[5-6]
158,male,european/caucasian-american,other,business,0.0,1,[0-1],[6-10],[2-5],[16-20],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0.33-1],[7-10],[10-20],[3-5],[6-8],[5-6]
